site,taxa,N
244,Tadorna tadorna,1
244,Hyacinthoides hispanica,1
244,Butomus umbellatus,1
244,Lauria cylindracea,1
244,Lythrum salicaria,1
244,Pentatoma rufipes,1
244,Potamopyrgus antipodarum,1
244,Pulvinaria regalis,1
244,Vitrina pellucida,1
244,Xeroplexa intersecta,1
244,Neovison vison,1
244,Sciurus carolinensis,2
244,Vanessa cardui,1
244,Lilioceris lilii,2
244,Bufo bufo,1
244,Bombylius major,1
244,Mustela erminea,1
244,Bombus terrestris,1
244,Lycaena phlaeas,1
245,Brachytron pratense,4
245,Enallagma cyathigerum,5
245,Ischnura elegans,5
245,Libellula quadrimaculata,6
245,Aeshna grandis,4
245,Anax imperator,4
245,Coenagrion puella,3
245,Pyrrhosoma nymphula,4
245,Orthetrum cancellatum,2
245,Anthus pratensis,12
245,Aeshna cyanea,1
245,Agabus bipustulatus,2
245,Ampullaceana balthica,2
245,Anacaena limbata,3
245,Anisus vortex,2
245,Bithynia tentaculata,2
245,Callicorixa praeusta,1
245,Corixa panzeri,1
245,Cymatia coleoptrata,1
245,Dreissena polymorpha,2
245,Enochrus testaceus,2
245,Gerris argentatus,1
245,Gerris lacustris,2
245,Gerris odontogaster,1
245,Graptodytes pictus,3
245,Haliplus flavicollis,2
245,Haliplus fluviatilis,1
245,Haliplus lineatocollis,2
245,Haliplus obliquus,1
245,Hydrometra stagnorum,2
245,Hydroporus palustris,2
245,Hydroporus pubescens,1
245,Hyphydrus ovatus,2
245,Ilybius fenestratus,2
245,Ilyocoris cimicoides,2
245,Laccobius bipunctatus,3
245,Laccobius colon,1
245,Laccophilus hyalinus,2
245,Laccophilus minutus,2
245,Lymnaea stagnalis,3
245,Microvelia reticulata,1
245,Nepa cinerea,2
245,Noterus clavicornis,2
245,Notonecta glauca,2
245,Physa fontinalis,1
245,Planorbis carinatus,3
245,Plea minutissima,2
245,Potamopyrgus antipodarum,2
245,Ranatra linearis,2
245,Sigara distincta,1
245,Sigara dorsalis,1
245,Sigara fossarum,1
245,Cygnus olor,35
245,Anisosticta novemdecimpunctata,1
245,Aplexa hypnorum,2
245,Cercyon convexiusculus,1
245,Coccidula rufa,1
245,Dytiscus marginalis,2
245,Gyraulus albus,1
245,Gyraulus crista,1
245,Gyrinus marinus,1
245,Helophorus aequalis,1
245,Helophorus brevipalpis,1
245,Hippeutis complanatus,1
245,Hydroporus dorsalis,1
245,Hygrotus inaequalis,2
245,Hygrotus versicolor,1
245,Ilybius chalconatus,2
245,Ilybius quadriguttatus,1
245,Micronecta poweri,1
245,Micronecta scholtzi,1
245,Ochthebius minimus,2
245,Planorbis planorbis,1
245,Sympetrum striolatum,1
245,Valvata cristata,1
245,Apium nodiflorum,1
245,Berula erecta,1
245,Callitriche platycarpa,1
245,Callitriche stagnalis,1
245,Celastrina argiolus,1
245,Elodea nuttallii,1
245,Epilobium hirsutum,1
245,Equisetum fluviatile,1
245,Eupatorium cannabinum,1
245,Filipendula ulmaria,1
245,Glyceria maxima,1
245,Iris pseudacorus,1
245,Juncus effusus,1
245,Juncus inflexus,1
245,Lemna minor,1
245,Lythrum salicaria,1
245,Maniola jurtina,1
245,Phalaris arundinacea,1
245,Phragmites australis,1
245,Pieris brassicae,1
245,Potamogeton natans,1
245,Potamogeton pectinatus,1
245,Rorippa nasturtium-aquaticum,1
245,Sparganium erectum,1
245,Typha latifolia,1
245,Urtica dioica,1
245,Vanellus vanellus,10
245,Veronica beccabunga,1
245,Veronica catenata,1
245,Acanthis cabaret,4
245,Sitta europaea,1
245,Turdus merula,43
245,Aegithalos caudatus,31
245,Columba palumbus,43
245,Corvus corone,36
245,Corvus frugilegus,35
245,Erithacus rubecula,43
245,Fringilla coelebs,33
245,Pica pica,44
245,Streptopelia decaocto,30
245,Sturnus vulgaris,32
245,Accipiter nisus,7
245,Hirundo rustica,15
245,Agabus didymus,1
245,Agabus sturmii,1
245,Anacaena globulus,1
245,Anacaena lutescens,1
245,Haliplus immaculatus,1
245,Haliplus sibiricus,1
245,Helophorus grandis,1
245,Helophorus obscurus,1
245,Hydroporus angustatus,1
245,Hydroporus discretus,1
245,Hydroporus memnonius,1
245,Laccobius sinuatus,1
245,Rhantus suturalis,1
245,Bembidion properans,1
245,Coccinella septempunctata,1
245,Oxypselaphus obscurus,1
245,Alcedo atthis,11
245,Anas platyrhynchos,37
245,Ardea cinerea,20
245,Branta canadensis,22
245,Carduelis carduelis,39
245,Chloris chloris,22
245,Chroicocephalus ridibundus,27
245,Coloeus monedula,37
245,Columba livia,7
245,Columba oenas,15
245,Cyanistes caeruleus,33
245,Falco tinnunculus,24
245,Fulica atra,38
245,Gallinula chloropus,32
245,Garrulus glandarius,11
245,Larus argentatus,11
245,Larus canus,9
245,Larus marinus,9
245,Motacilla alba,21
245,Parus major,28
245,Passer domesticus,36
245,Periparus ater,3
245,Phalacrocorax carbo,16
245,Phasianus colchicus,29
245,Podiceps cristatus,25
245,Poecile montanus,1
245,Prunella modularis,35
245,Pyrrhula pyrrhula,27
245,Troglodytes troglodytes,42
245,Turdus iliacus,14
245,Turdus philomelos,29
245,Turdus pilaris,11
245,Turdus viscivorus,22
245,Aythya fuligula,21
245,Buteo buteo,10
245,Linaria cannabina,22
245,Picus viridis,16
245,Alauda arvensis,11
245,Anser anser,9
245,Emberiza citrinella,17
245,Emberiza schoeniclus,13
245,Larus fuscus,7
245,Motacilla cinerea,3
245,Phylloscopus collybita,19
245,Alectoris rufa,4
245,Curruca communis,11
245,Phylloscopus trochilus,16
245,Riparia riparia,2
245,Sylvia atricapilla,15
245,Tachybaptus ruficollis,9
245,Acrocephalus scirpaceus,13
245,Apus apus,12
245,Cuculus canorus,2
245,Delichon urbicum,9
245,Anas crecca,3
245,Dendrocopos major,7
245,Egretta garzetta,3
245,Mareca strepera,4
245,Perdix perdix,3
245,Spinus spinus,4
245,Tyto alba,1
245,Mergus merganser,1
245,Acrocephalus schoenobaenus,3
245,Actitis hypoleucos,1
245,Locustella naevia,2
245,Curruca curruca,4
245,Sylvia borin,1
245,Strix aluco,1
245,Regulus regulus,2
245,Hyacinthoides non-scripta,1
245,Leptogaster cylindrica,1
245,Certhia familiaris,1
245,Numenius arquata,1
245,Macrophya duodecimpunctata,1
246,Larus fuscus,1
246,Cornu aspersum,1
246,Cyanistes caeruleus,1
246,Fallopia japonica,1
246,Harmonia axyridis,2
246,Coccinella septempunctata,2
246,Mus musculus,1
246,Hyacinthoides non-scripta,1
246,Lilioceris lilii,2
246,Erinaceus europaeus,1
246,Apis mellifera,1
246,Bombus terrestris,1
246,Chorthippus brunneus,1
246,Halictus tumulorum,1
246,Anguis fragilis,1
247,Accipiter nisus,63
247,Aegithalos caudatus,62
247,Chloris chloris,162
247,Corvus corone,66
247,Cyanistes caeruleus,161
247,Erithacus rubecula,161
247,Fringilla coelebs,161
247,Parus major,153
247,Passer domesticus,155
247,Periparus ater,140
247,Prunella modularis,159
247,Regulus regulus,65
247,Streptopelia decaocto,161
247,Sturnus vulgaris,149
247,Sylvia atricapilla,23
247,Troglodytes troglodytes,122
247,Turdus merula,162
247,Carduelis carduelis,133
247,Turdus philomelos,96
247,Columba palumbus,152
247,Spinus spinus,4
247,Pyrrhula pyrrhula,2
247,Dendrocopos major,7
247,Pica pica,63
247,Turdus iliacus,11
247,Emberiza schoeniclus,3
247,Sitta europaea,3
247,Chroicocephalus ridibundus,3
247,Emberiza citrinella,1
247,Apus apus,4
247,Motacilla alba,4
247,Columba livia,1
247,Acarospora fuscata,1
247,Agonimia tristicula,1
247,Buellia aethalea,1
247,Buellia ocellata,1
247,Caloplaca citrina,1
247,Caloplaca crenulatella,1
247,Caloplaca decipiens,1
247,Caloplaca flavescens,1
247,Caloplaca flavocitrina,1
247,Caloplaca oasis,1
247,Caloplaca saxicola,1
247,Candelariella aurella,1
247,Candelariella vitellina,1
247,Lecanora campestris,1
247,Lecanora chlarotera,1
247,Lecanora conizaeoides,1
247,Lecanora muralis,1
247,Lecanora polytropa,1
247,Lecidella scabra,1
247,Lecidella stigmatea,1
247,Lepraria finkii,1
247,Myriolecis albescens,1
247,Myriolecis dispersa,1
247,Phaeophyscia orbicularis,1
247,Physcia adscendens,1
247,Physcia caesia,1
247,Porpidia tuberculosa,1
247,Protoblastenia rupestris,1
247,Psilolechia lucida,1
247,Scoliciosporum umbrinum,1
247,Trapelia coarctata,1
247,Trapelia placodioides,1
247,Verrucaria hochstetteri,1
247,Verrucaria macrostoma,1
247,Verrucaria muralis,1
247,Verrucaria nigrescens,1
247,Verrucaria viridula,1
247,Xanthoria parietina,1
247,Xanthoria polycarpa,1
247,Phasianus colchicus,5
247,Sciurus carolinensis,17
247,Erinaceus europaeus,13
247,Ardea cinerea,2
247,Impatiens glandulifera,1
247,Turdus pilaris,1
247,Lilioceris lilii,1
247,Falco tinnunculus,1
247,Garrulus glandarius,1
247,Picus viridis,1
247,Columba oenas,2
247,Corvus frugilegus,2
247,Turdus viscivorus,2
247,Anas platyrhynchos,1
247,Gallinula chloropus,1
247,Arge berberidis,2
247,Harmonia axyridis,2
247,Chrysolina americana,3
247,Palomena prasina,1
248,Cygnus olor,9
248,Carduelis carduelis,61
248,Chloris chloris,61
248,Columba livia,56
248,Columba palumbus,70
248,Cyanistes caeruleus,64
248,Erithacus rubecula,66
248,Fringilla coelebs,51
248,Parus major,65
248,Passer domesticus,40
248,Periparus ater,37
248,Pica pica,63
248,Prunella modularis,56
248,Pyrrhula pyrrhula,28
248,Streptopelia decaocto,62
248,Sturnus vulgaris,55
248,Troglodytes troglodytes,53
248,Turdus merula,60
248,Turdus philomelos,11
248,Accipiter nisus,32
248,Aegithalos caudatus,32
248,Sylvia atricapilla,24
248,Turdus viscivorus,15
248,Phylloscopus collybita,7
248,Corvus corone,14
248,Harmonia axyridis,9
248,Adalia bipunctata,1
248,Coccinella septempunctata,3
248,Chroicocephalus ridibundus,4
248,Spinus spinus,1
248,Motacilla cinerea,2
248,Alauda arvensis,5
248,Anas platyrhynchos,8
248,Ardea cinerea,4
248,Buteo buteo,12
248,Columba oenas,2
248,Dendrocopos major,14
248,Gallinula chloropus,7
248,Motacilla alba,7
248,Phasianus colchicus,7
248,Phylloscopus trochilus,1
248,Curruca communis,6
248,Curruca curruca,4
248,Picus viridis,7
248,Regulus regulus,8
248,Oenanthe oenanthe,1
248,Coloeus monedula,1
248,Lissotriton vulgaris,1
248,Triturus cristatus,3
248,Falco tinnunculus,3
248,Lilioceris lilii,6
248,Acrocephalus schoenobaenus,2
248,Cuculus canorus,1
248,Motacilla flava,1
248,Apus apus,27
248,Chrysolina americana,4
248,Corvus corax,4
248,Sitta europaea,12
248,Aythya fuligula,1
248,Branta canadensis,1
248,Fulica atra,1
248,Mergus merganser,1
248,Numenius arquata,1
248,Phalacrocorax carbo,2
248,Turdus iliacus,3
248,Turdus pilaris,2
248,Acanthis cabaret,1
248,Alcedo atthis,2
248,Bombycilla garrulus,2
248,Hirundo rustica,1
248,Garrulus glandarius,1
248,Delichon urbicum,1
248,Aeshna cyanea,1
248,Acanthosoma haemorrhoidale,2
248,Alnetoidea alneti,1
248,Amara aenea,1
248,Amara communis,1
248,Amara eurynota,1
248,Amara lunicollis,1
248,Amara montivaga,1
248,Amara tibialis,1
248,Anotylus sculpturatus,1
248,Anthocoris nemorum,1
248,Aphrodes makarovi,1
248,Apion frumentarium,1
248,Badister bullatus,1
248,Barynotus obscurus,1
248,Bembidion guttula,1
248,Bembidion lunulatum,1
248,Bembidion properans,1
248,Brachypera zoilus,1
248,Bradycellus harpalinus,1
248,Calathus fuscipes,1
248,Calathus melanocephalus,1
248,Catops grandicollis,1
248,Clivina fossor,1
248,Corticarina minuta,1
248,Crepidodera aurea,1
248,Diplapion confluens,1
248,Eupteryx aurata,1
248,Eupteryx urticae,1
248,Harpalus affinis,1
248,Harpalus rubripes,1
248,Heterogaster urticae,1
248,Ischnosoma splendidum,1
248,Kleidocerys resedae,1
248,Leiodes rugosa,1
248,Leistus fulvibarbis,1
248,Lesteva longoelytrata,1
248,Longitarsus atricillus,1
248,Longitarsus dorsalis,1
248,Longitarsus succineus,1
248,Lygus pratensis,1
248,Lygus rugulipennis,1
248,Megalinus glabratus,1
248,Megalonotus chiragra,1
248,Micropeplus staphylinoides,1
248,Nabis rugosus,1
248,Nebria salina,1
248,Nimbus obliteratus,1
248,Notiophilus biguttatus,1
248,Notiophilus substriatus,1
248,Notostira elongata,1
248,Ocypus aeneocephalus,1
248,Ocypus olens,1
248,Olibrus aeneus,1
248,Othius punctulatus,1
248,Parethelcus pollinarius,1
248,Philonthus carbonarius,1
248,Philonthus cognatus,1
248,Philonthus cruentatus,1
248,Poecilus cupreus,1
248,Pterostichus madidus,1
248,Pterostichus strenuus,1
248,Pterostichus vernalis,1
248,Quedius boops,1
248,Quedius curtipennis,1
248,Quedius schatzmayri,1
248,Rhyzobius litura,1
248,Ribautiana debilis,1
248,Scolopostethus thomsoni,1
248,Sepedophilus nigripennis,1
248,Simplocaria semistriata,1
248,Sitona hispidulus,1
248,Sitona lineatus,1
248,Sitona obsoletus,1
248,Stenodema laevigata,1
248,Stenus aceris,1
248,Stenus clavicornis,1
248,Stenus fulvicornis,1
248,Stenus nanus,1
248,Stygnocoris fuligineus,1
248,Tachyporus dispar,1
248,Tachyporus hypnorum,1
248,Tachyporus nitidulus,1
248,Tachyporus obtusus,1
248,Tachyporus pusillus,1
248,Tasgius ater,1
248,Tasgius melanarius,1
248,Tingis ampliata,1
248,Trechus obtusus,1
248,Trechus quadristriatus,1
248,Tremulicerus vitreus,1
248,Xantholinus linearis,1
248,Xantholinus longiventris,1
248,Cornu aspersum,1
248,Fallopia japonica,1
248,Sciurus carolinensis,5
248,Aglais io,4
248,Pieris brassicae,1
248,Pieris rapae,12
248,Rana temporaria,5
248,Oryctolagus cuniculus,1
248,Larus fuscus,1
248,Bombus hypnorum,1
248,Erinaceus europaeus,17
248,Rattus norvegicus,2
248,Anthocharis cardamines,5
248,Gonepteryx rhamni,3
248,Celastrina argiolus,3
248,Pieris napi,9
248,Aglais urticae,1
248,Aphantopus hyperantus,4
248,Dorcus parallelipipedus,2
248,Lycaena phlaeas,1
248,Pararge aegeria,8
248,Polygonia c-album,6
248,Pyronia tithonus,5
248,Thymelicus sylvestris,3
248,Vanessa atalanta,5
248,Apodemus sylvaticus,1
248,Calopteryx splendens,1
248,Vulpes vulpes,1
248,Leptoglossus occidentalis,1
248,Bombus pascuorum,1
248,Coreus marginatus,2
248,Philaenus spumarius,1
248,Coremacera marginata,1
248,Vanessa cardui,1
248,Cantharis decipiens,1
248,Chorthippus brunneus,2
248,Meconema thalassinum,1
248,Dolycoris baccarum,1
248,Elasmostethus interstinctus,1
248,Gonocerus acuteangulatus,1
248,Bufo bufo,1
248,Pipistrellus pipistrellus,1
248,Pipistrellus pygmaeus,1
249,Harmonia axyridis,3
249,Accipiter nisus,7
249,Aegithalos caudatus,11
249,Anas platyrhynchos,7
249,Branta canadensis,10
249,Carduelis carduelis,24
249,Chloris chloris,22
249,Chroicocephalus ridibundus,11
249,Coloeus monedula,5
249,Columba palumbus,16
249,Corvus corone,25
249,Cyanistes caeruleus,29
249,Dendrocopos major,7
249,Erithacus rubecula,20
249,Fringilla coelebs,13
249,Gallinula chloropus,8
249,Garrulus glandarius,3
249,Larus fuscus,21
249,Motacilla alba,6
249,Parus major,24
249,Passer domesticus,22
249,Pica pica,25
249,Prunella modularis,15
249,Regulus regulus,2
249,Sturnus vulgaris,29
249,Troglodytes troglodytes,13
249,Turdus iliacus,3
249,Turdus merula,16
249,Turdus philomelos,4
249,Turdus viscivorus,6
249,Ardea cinerea,4
249,Falco tinnunculus,2
249,Larus argentatus,6
249,Streptopelia decaocto,7
249,Turdus pilaris,2
249,Fringilla montifringilla,1
249,Fulica atra,5
249,Picus viridis,3
249,Alcedo atthis,2
249,Buteo buteo,1
249,Columba oenas,1
249,Phoenicurus phoenicurus,1
249,Phylloscopus collybita,4
249,Phylloscopus trochilus,1
249,Pyrrhula pyrrhula,3
249,Apus apus,8
249,Aythya fuligula,2
249,Curruca communis,2
249,Delichon urbicum,1
249,Sylvia atricapilla,5
249,Cygnus olor,1
249,Acanthis cabaret,1
249,Spinus spinus,1
249,Columba livia,25
249,Mergus merganser,1
249,Bombycilla garrulus,1
249,Lilioceris lilii,2
249,Vulpes vulpes,1
249,Hyacinthoides hispanica,1
249,Arge pagana,1
249,Erinaceus europaeus,2
249,Palomena prasina,2
249,Chrysolina americana,1
249,Arge berberidis,1
250,Accipiter nisus,232
250,Aegithalos caudatus,204
250,Carduelis carduelis,240
250,Certhia familiaris,18
250,Chloris chloris,240
250,Chroicocephalus ridibundus,130
250,Columba palumbus,240
250,Corvus corone,240
250,Cyanistes caeruleus,240
250,Cygnus olor,52
250,Dendrocopos major,138
250,Emberiza schoeniclus,44
250,Erithacus rubecula,240
250,Fringilla coelebs,229
250,Motacilla alba,238
250,Parus major,240
250,Passer domesticus,240
250,Periparus ater,240
250,Pica pica,240
250,Prunella modularis,240
250,Pyrrhula pyrrhula,114
250,Sitta europaea,139
250,Spinus spinus,88
250,Streptopelia decaocto,240
250,Sturnus vulgaris,240
250,Sylvia atricapilla,134
250,Troglodytes troglodytes,222
250,Turdus merula,240
250,Turdus philomelos,165
250,Turdus pilaris,52
250,Columba livia,64
250,Corvus frugilegus,73
250,Regulus regulus,115
250,Turdus viscivorus,61
250,Emberiza citrinella,39
250,Aglais io,27
250,Aglais urticae,35
250,Anthocharis cardamines,18
250,Celastrina argiolus,30
250,Coloeus monedula,230
250,Garrulus glandarius,63
250,Gonepteryx rhamni,20
250,Lycaena phlaeas,9
250,Pararge aegeria,21
250,Pieris napi,23
250,Pieris rapae,45
250,Polygonia c-album,22
250,Pieris brassicae,42
250,Vanessa atalanta,35
250,Aphantopus hyperantus,6
250,Favonius quercus,2
250,Maniola jurtina,18
250,Ochlodes sylvanus,4
250,Vanessa cardui,13
250,Melanargia galathea,1
250,Polyommatus icarus,2
250,Pyronia tithonus,13
250,Thymelicus sylvestris,2
250,Myotis daubentonii,4
250,Turdus iliacus,58
250,Gymnosporangium sabinae,1
250,Amara lunicollis,1
250,Amara plebeja,3
250,Clivina fossor,1
250,Scymnus haemorrhoidalis,1
250,Stenus clavicornis,1
250,Stenus fulvicornis,2
250,Stenus picipes,1
250,Strix aluco,24
250,Fringilla montifringilla,9
250,Phylloscopus collybita,57
250,Cuculus canorus,2
250,Hirundo rustica,12
250,Phylloscopus trochilus,2
250,Apus apus,26
250,Delichon urbicum,32
250,Lilioceris lilii,10
250,Oedemera nobilis,2
250,Acarospora fuscata,1
250,Aspicilia contorta,1
250,Botryolepraria lesdainii,1
250,Buellia aethalea,1
250,Caloplaca arcis,1
250,Caloplaca chlorina,1
250,Caloplaca citrina,1
250,Caloplaca flavescens,1
250,Caloplaca flavocitrina,1
250,Caloplaca oasis,1
250,Caloplaca teicholyta,1
250,Candelariella aurella,1
250,Candelariella vitellina,1
250,Cladonia coniocraea,1
250,Cladonia pyxidata,1
250,Collema crispum,1
250,Diploicia canescens,1
250,Diploschistes scruposus,1
250,Evernia prunastri,1
250,Flavoparmelia caperata,1
250,Haematomma ochroleucum,1
250,Hypocenomyce scalaris,1
250,Hypogymnia physodes,1
250,Lecanora campestris,1
250,Lecanora chlarotera,1
250,Lecanora conizaeoides,1
250,Lecanora expallens,1
250,Lecanora muralis,1
250,Lecanora orosthea,1
250,Lecanora pannonica,1
250,Lecanora polytropa,1
250,Lecanora soralifera,1
250,Lecidea grisella,1
250,Lecidella scabra,1
250,Lecidella stigmatea,1
250,Lepraria finkii,1
250,Lepraria incana,1
250,Melanelixia fuliginosa,1
250,Melanelixia subaurifera,1
250,Myriolecis albescens,1
250,Myriolecis antiqua,1
250,Myriolecis dispersa,1
250,Parmelia sulcata,1
250,Pertusaria lactescens,1
250,Phaeophyscia orbicularis,1
250,Physcia adscendens,1
250,Physcia caesia,1
250,Physcia dubia,1
250,Physcia tenella,1
250,Physconia grisea,1
250,Placopyrenium fuscellum,1
250,Porpidia tuberculosa,1
250,Psilolechia leprosa,1
250,Psilolechia lucida,1
250,Punctelia jeckeri,1
250,Ramalina farinacea,1
250,Rhizocarpon reductum,1
250,Rinodina oleae,1
250,Rinodina teichophila,1
250,Scoliciosporum umbrinum,1
250,Tephromela atra,1
250,Trapelia coarctata,1
250,Trapelia obtegens,1
250,Trapelia placodioides,1
250,Verrucaria elaeina,1
250,Verrucaria hochstetteri,1
250,Verrucaria nigrescens,1
250,Verrucaria viridula,1
250,Xanthoparmelia mougeotii,1
250,Xanthoparmelia verruculifera,1
250,Xanthoria parietina,1
250,Xanthoria polycarpa,1
250,Xanthoria ucrainica,1
250,Adalia bipunctata,8
250,Aeshna cyanea,8
250,Anax imperator,1
250,Calopteryx splendens,6
250,Libellula depressa,3
250,Libellula quadrimaculata,1
250,Ardea cinerea,36
250,Rana temporaria,56
250,Buteo buteo,32
250,Lucanus cervus,1
250,Acupalpus dubius,1
250,Agonum fuliginosum,1
250,Amara familiaris,2
250,Anaspis fasciata,1
250,Anaspis frontalis,1
250,Anaspis garneysi,1
250,Anaspis maculata,2
250,Anthonomus rubi,1
250,Anthrenus fuscus,1
250,Anthrenus verbasci,1
250,Aphthona euphorbiae,1
250,Athous haemorrhoidalis,1
250,Bembidion articulatum,1
250,Bembidion biguttatum,1
250,Bembidion dentellum,1
250,Bembidion doris,1
250,Bembidion guttula,1
250,Bembidion lunulatum,1
250,Bembidion quadripustulatum,1
250,Brachypterus urticae,1
250,Bruchidius varius,1
250,Byturus tomentosus,3
250,Cantharis nigricans,5
250,Cantharis rustica,8
250,Chrysolina oricalcia,1
250,Clytus arietis,6
250,Crepidodera fulvicornis,1
250,Elaphrus cupreus,1
250,Epitrix pubescens,2
250,Gastrophysa viridula,3
250,Grammoptera ruficornis,10
250,Helophorus brevipalpis,1
250,Helophorus grandis,1
250,Hemicoelus fulvicornis,1
250,Limonius poneli,1
250,Magdalis armigera,1
250,Malachius bipustulatus,1
250,Meligethes aeneus,12
250,Melolontha melolontha,1
250,Nedyus quadrimaculatus,3
250,Oedemera lurida,2
250,Oxypselaphus obscurus,1
250,Paranchus albipes,1
250,Perapion curtirostre,1
250,Perapion hydrolapathi,1
250,Perapion violaceum,1
250,Phaedon armoraciae,2
250,Philonthus quisquiliarius,1
250,Phyllobius roboretanus,2
250,Pipistrellus pipistrellus,1
250,Protapion nigritarse,1
250,Psylliodes affinis,1
250,Psylliodes dulcamarae,1
250,Pterostichus diligens,1
250,Pterostichus minor,1
250,Rhagonycha nigriventris,6
250,Rhinoncus pericarpius,1
250,Stenus brunnipes,1
250,Stenus ossium,1
250,Stenus similis,1
250,Tachyerges stigma,1
250,Tachyporus hypnorum,2
250,Tachyporus nitidulus,1
250,Tachyporus solutus,1
250,Tychius picirostris,1
250,Thymelicus lineola,1
250,Andrion regensteinense,1
250,Cercyon terminatus,1
250,Exapion ulicis,1
250,Harmonia axyridis,59
250,Loricera pilicornis,1
250,Micrambe ulicis,1
250,Notiophilus biguttatus,1
250,Omalium rivulare,1
250,Pterostichus madidus,2
250,Xantholinus linearis,1
250,Alcedo atthis,9
250,Anas platyrhynchos,78
250,Athene noctua,10
250,Falco tinnunculus,13
250,Gallinula chloropus,72
250,Motacilla cinerea,14
250,Branta canadensis,45
250,Picus viridis,47
250,Poecile palustris,3
250,Corvus corax,9
250,Larus canus,6
250,Acanthis cabaret,5
250,Larus fuscus,13
250,Larus marinus,11
250,Actitis hypoleucos,2
250,Alauda arvensis,11
250,Alectoris rufa,1
250,Anser anser,7
250,Phasianus colchicus,18
250,Acrocephalus schoenobaenus,1
250,Acrocephalus scirpaceus,14
250,Columba oenas,27
250,Curruca communis,13
250,Curruca curruca,1
250,Muscicapa striata,5
250,Sciurus carolinensis,71
250,Bufo bufo,3
250,Macroglossum stellatarum,5
250,Apodemus sylvaticus,29
250,Linaria cannabina,3
250,Lissotriton vulgaris,12
250,Rattus norvegicus,4
250,Talpa europaea,3
250,Fulica atra,19
250,Lasiommata megera,1
250,Vulpes vulpes,14
250,Altica lythri,1
250,Anthocomus rufus,1
250,Anthocoris nemorum,1
250,Aphrophora alni,4
250,Cantharis nigra,1
250,Cassida viridis,1
250,Chilacis typhae,1
250,Chrysolina polita,1
250,Cicadella viridis,4
250,Cionus alauda,2
250,Cionus scrophulariae,2
250,Cionus tuberculosus,1
250,Closterotomus norwegicus,1
250,Cymus glandicolor,1
250,Dictyla convergens,1
250,Donacia simplex,2
250,Galerucella sagittariae,1
250,Grypocoris stysi,1
250,Hoplia philanthus,1
250,Leptopterna dolabrata,1
250,Liocoris tripustulatus,1
250,Meligethes nigrescens,1
250,Nabis limbatus,1
250,Nanophyes marmoratus,1
250,Phaedon cochleariae,1
250,Philaenus spumarius,18
250,Pithanus maerkelii,1
250,Plagiognathus arbustorum,1
250,Prasocuris junci,1
250,Rhagonycha fulva,8
250,Rhinoncus perpendicularis,1
250,Scirtes hemisphaericus,1
250,Stenotus binotatus,1
250,Aeshna grandis,2
250,Aeshna mixta,8
250,Coenagrion puella,7
250,Enallagma cyathigerum,6
250,Ischnura elegans,3
250,Sympetrum striolatum,10
250,Crioceris asparagi,2
250,Otiorhynchus sulcatus,1
250,Alopochen aegyptiaca,1
250,Atrichum undulatum,1
250,Aythya fuligula,6
250,Brachythecium rutabulum,1
250,Bryum argenteum,1
250,Calliergonella cuspidata,1
250,Campylopus introflexus,1
250,Conocephalum conicum,1
250,Didymodon insulanus,1
250,Didymodon vinealis,1
250,Fissidens taxifolius,1
250,Grimmia pulvinata,1
250,Homalothecium sericeum,1
250,Hypnum cupressiforme,1
250,Kindbergia praelonga,1
250,Lophocolea bidentata,1
250,Mnium hornum,1
250,Orthotrichum anomalum,1
250,Orthotrichum diaphanum,1
250,Plagiomnium undulatum,1
250,Pseudocrossidium revolutum,1
250,Rhynchostegium confertum,1
250,Rhytidiadelphus squarrosus,1
250,Tortula muralis,1
250,Larus argentatus,9
250,Dermestes lardarius,1
250,Erinaceus europaeus,18
250,Contarinia quinquenotata,2
250,Leistus spinibarbis,1
250,Chrysolina americana,8
250,Coccinella septempunctata,53
250,Motacilla flava,1
250,Impatiens glandulifera,2
250,Anguilla anguilla,1
250,Cottus gobio,1
250,Fallopia japonica,1
250,Lampetra planeri,1
250,Salmo trutta,1
250,Palomena prasina,42
250,Sterna hirundo,1
250,Leptoglossus occidentalis,2
250,Triturus cristatus,2
250,Pyrrhosoma nymphula,9
250,Sylvia borin,2
250,Graphocephala fennahi,22
250,Vespa crabro,7
250,Crossocerus megacephalus,1
250,Cyphostethus tristriatus,1
250,Anthus pratensis,3
250,Mergus merganser,1
250,Potamopyrgus antipodarum,1
250,Graphomya maculata,12
250,Dolycoris baccarum,36
250,Tipula paludosa,5
250,Cygnus cygnus,3
250,Andrena bicolor,13
250,Andrena fulva,12
250,Andrena haemorrhoa,17
250,Anthophora plumipes,19
250,Bombus hypnorum,32
250,Bombus pratorum,26
250,Bombus terrestris,39
250,Bombylius major,16
250,Calidris canutus,1
250,Eudasyphora cyanella,19
250,Fannia mollissima,1
250,Sitona lineatus,10
250,Vespula vulgaris,26
250,Acanthosoma haemorrhoidale,19
250,Amara aenea,3
250,Andrena nigroaenea,17
250,Apis mellifera,13
250,Bombus pascuorum,40
250,Bombus rupestris,3
250,Ceutorhynchus pallidactylus,2
250,Dicranomyia morio,1
250,Gonocerus acuteangulatus,6
250,Hyacinthoides non-scripta,3
250,Javesella pellucida,3
250,Liophloeus tessulatus,1
250,Melecta albifrons,8
250,Nomada flava,3
250,Nomada goodeniana,12
250,Nomada lathburiana,4
250,Nomada marshamella,9
250,Osmia bicornis,16
250,Tachina fera,21
