tf_id,plant_date,area,trees,lat,lon,date,year,month
333,25 January 2023,200," Maple, field(Acer campestre) ",52.63856294402582,-1.1955064940858189,2023-01-25,2023,1
333,25 January 2023,200," Oak, english(Quercus robur) ",52.63856294402582,-1.1955064940858189,2023-01-25,2023,1
333,25 January 2023,200, Rowan(Sorbus aucuparia) ,52.63856294402582,-1.1955064940858189,2023-01-25,2023,1
333,25 January 2023,200," Willow, grey(Salix cinerea subsp. Oleifolia)",52.63856294402582,-1.1955064940858189,2023-01-25,2023,1
334,20 January 2023,200,Alder(Alnus glutinosa) ,52.6587077868186,-1.156425145855601,2023-01-20,2023,1
334,20 January 2023,200, Alder buckthorn(Frangula alnus) ,52.6587077868186,-1.156425145855601,2023-01-20,2023,1
334,20 January 2023,200," Birch, downy(Betula pubescens) ",52.6587077868186,-1.156425145855601,2023-01-20,2023,1
334,20 January 2023,200," Birch, silver(Betula pendula) ",52.6587077868186,-1.156425145855601,2023-01-20,2023,1
334,20 January 2023,200, Blackthorn(Prunus spinosa) ,52.6587077868186,-1.156425145855601,2023-01-20,2023,1
334,20 January 2023,200, Broom(Cytisus scoparius) ,52.6587077868186,-1.156425145855601,2023-01-20,2023,1
334,20 January 2023,200," Buckthorn, purging(Rhamnus cathartica) ",52.6587077868186,-1.156425145855601,2023-01-20,2023,1
334,20 January 2023,200," Cherry, bird(Prunus padus) ",52.6587077868186,-1.156425145855601,2023-01-20,2023,1
334,20 January 2023,200," Cherry, wild(Prunus avium) ",52.6587077868186,-1.156425145855601,2023-01-20,2023,1
334,20 January 2023,200," Elm, wych(Ulmus glabra) ",52.6587077868186,-1.156425145855601,2023-01-20,2023,1
334,20 January 2023,200," Guelder, rose(Viburnum opulus) ",52.6587077868186,-1.156425145855601,2023-01-20,2023,1
334,20 January 2023,200, Hawthorn(Crataegus monogyna) ,52.6587077868186,-1.156425145855601,2023-01-20,2023,1
334,20 January 2023,200, Holly(Ilex aquifolium) ,52.6587077868186,-1.156425145855601,2023-01-20,2023,1
334,20 January 2023,200, Hornbeam(Carpinus betulus) ,52.6587077868186,-1.156425145855601,2023-01-20,2023,1
334,20 January 2023,200," Lime, small-leaved(Tilia cordata) ",52.6587077868186,-1.156425145855601,2023-01-20,2023,1
334,20 January 2023,200," Maple, field(Acer campestre) ",52.6587077868186,-1.156425145855601,2023-01-20,2023,1
334,20 January 2023,200," Oak, english(Quercus robur) ",52.6587077868186,-1.156425145855601,2023-01-20,2023,1
334,20 January 2023,200," Oak, sessile(Quercus petraea) ",52.6587077868186,-1.156425145855601,2023-01-20,2023,1
334,20 January 2023,200, Rowan(Sorbus aucuparia) ,52.6587077868186,-1.156425145855601,2023-01-20,2023,1
334,20 January 2023,200," Willow, goat(Salix caprea)",52.6587077868186,-1.156425145855601,2023-01-20,2023,1
335,28 February 2023,200,"Birch, downy(Betula pubescens) ",52.65089023277611,-1.1541526205474433,2023-02-28,2023,2
335,28 February 2023,200," Birch, silver(Betula pendula) ",52.65089023277611,-1.1541526205474433,2023-02-28,2023,2
335,28 February 2023,200, Blackthorn(Prunus spinosa) ,52.65089023277611,-1.1541526205474433,2023-02-28,2023,2
335,28 February 2023,200, Broom(Cytisus scoparius) ,52.65089023277611,-1.1541526205474433,2023-02-28,2023,2
